author_id,scopus_id
56170373900,SCOPUS_ID:84928926179
56170373900,SCOPUS_ID:84903818736
56170373900,SCOPUS_ID:80555122835
57185972400,SCOPUS_ID:85010653620
57185972400,SCOPUS_ID:84999053525
57185972400,SCOPUS_ID:84961258761
56259376500,SCOPUS_ID:84903957306
56259376500,SCOPUS_ID:84917729636
57194733953,SCOPUS_ID:85021849318
57001366600,SCOPUS_ID:84890377281
57001366600,SCOPUS_ID:70349657146
57001366600,SCOPUS_ID:11144291554
57188737321,SCOPUS_ID:84992125738
57188737321,SCOPUS_ID:84981210880
57188737321,SCOPUS_ID:84962686213
54781604800,SCOPUS_ID:84947040840
54781604800,SCOPUS_ID:84935001252
54781604800,SCOPUS_ID:82455210406
57189464576,SCOPUS_ID:85032468954
57189464576,SCOPUS_ID:85019262272
57189464576,SCOPUS_ID:84971275422
55712204000,SCOPUS_ID:59849114938
55712204000,SCOPUS_ID:79953121078
55712204000,SCOPUS_ID:40749120159
57189696034,SCOPUS_ID:84974696025
56648401100,SCOPUS_ID:85020318996
56648401100,SCOPUS_ID:84929507875
56648401100,SCOPUS_ID:84942035334
14033291000,SCOPUS_ID:77952882072
14033291000,SCOPUS_ID:44649126678
14033291000,SCOPUS_ID:33745754921
57196840311,SCOPUS_ID:0029346167
57196840311,SCOPUS_ID:44949283041
57196840311,SCOPUS_ID:0142195211
55834293600,SCOPUS_ID:84989202994
55834293600,SCOPUS_ID:84983349840
55834293600,SCOPUS_ID:84932639745
55305808700,SCOPUS_ID:85020208883
55305808700,SCOPUS_ID:84942989689
55305808700,SCOPUS_ID:84863618156
57191659724,SCOPUS_ID:85016572747
57191659724,SCOPUS_ID:84957948715
36925532200,SCOPUS_ID:84860859030
36925532200,SCOPUS_ID:79957572005
36925532200,SCOPUS_ID:78751546139
55191347500,SCOPUS_ID:84870432218
55191347500,SCOPUS_ID:84891601028
55191347500,SCOPUS_ID:84859918779
56099567100,SCOPUS_ID:85031694118
56099567100,SCOPUS_ID:85031705552
56099567100,SCOPUS_ID:43649107401
57102178800,SCOPUS_ID:85029828324
57102178800,SCOPUS_ID:84987678821
57102178800,SCOPUS_ID:84957536920
57196071722,SCOPUS_ID:85008444937
57196071722,SCOPUS_ID:84905571534
57196071722,SCOPUS_ID:84906926866
57005617500,SCOPUS_ID:85021750212
57005617500,SCOPUS_ID:84989788799
57005617500,SCOPUS_ID:84947970067
56183579300,SCOPUS_ID:84983434099
56183579300,SCOPUS_ID:84940981360
56183579300,SCOPUS_ID:84903525870
57188834196,SCOPUS_ID:85019077605
57188834196,SCOPUS_ID:84979207674
57188834196,SCOPUS_ID:84963670205
57161144800,SCOPUS_ID:85030772631
57161144800,SCOPUS_ID:84960333120
57161144800,SCOPUS_ID:84974704215
57192318020,SCOPUS_ID:85020902887
56467503500,SCOPUS_ID:85008912346
56467503500,SCOPUS_ID:84940985554
56467503500,SCOPUS_ID:84920288423
55750370100,SCOPUS_ID:84943347737
55750370100,SCOPUS_ID:84885469137
55750370100,SCOPUS_ID:84878293088
56518597100,SCOPUS_ID:85028471854
56518597100,SCOPUS_ID:84929029076
56518597100,SCOPUS_ID:84979865105
55836874400,SCOPUS_ID:84906713440
55836874400,SCOPUS_ID:84883048654
56948425400,SCOPUS_ID:3042740422
56948425400,SCOPUS_ID:0035482504
57001642300,SCOPUS_ID:84949845258
57001642300,SCOPUS_ID:85017086028
56020075800,SCOPUS_ID:84953439501
56020075800,SCOPUS_ID:84893182880
56020075800,SCOPUS_ID:84925397467
16032834500,SCOPUS_ID:58149343809
16032834500,SCOPUS_ID:42549173691
16032834500,SCOPUS_ID:33847776864
56795910300,SCOPUS_ID:85026680407
56795910300,SCOPUS_ID:38549138315
36573877400,SCOPUS_ID:77957319668
36573877400,SCOPUS_ID:67651102559
36573877400,SCOPUS_ID:7244237971
56919899300,SCOPUS_ID:84945582981
56919899300,SCOPUS_ID:0030102208
56205974300,SCOPUS_ID:85029638091
56205974300,SCOPUS_ID:85024393381
56205974300,SCOPUS_ID:84902435361
56121235400,SCOPUS_ID:84974691402
56121235400,SCOPUS_ID:84927171579
56121235400,SCOPUS_ID:84898879477
36572229200,SCOPUS_ID:84866747585
36572229200,SCOPUS_ID:79957491442
36572229200,SCOPUS_ID:77958149806
55176792700,SCOPUS_ID:84906921449
55176792700,SCOPUS_ID:84859458782
55176792700,SCOPUS_ID:84925547137
7409288844,SCOPUS_ID:79251536353
7409288844,SCOPUS_ID:0036280604
7409288844,SCOPUS_ID:0034434918
55933290200,SCOPUS_ID:84929309459
55933290200,SCOPUS_ID:84899896529
55933290200,SCOPUS_ID:84887925321
36108540700,SCOPUS_ID:0034284583
36108540700,SCOPUS_ID:0034202671
36108540700,SCOPUS_ID:2942694666
39761906800,SCOPUS_ID:84879790911
39761906800,SCOPUS_ID:79958274373
39761906800,SCOPUS_ID:33746706391
55414498000,SCOPUS_ID:84976635156
55414498000,SCOPUS_ID:84885650399
55414498000,SCOPUS_ID:84880330667
55955817500,SCOPUS_ID:85028441469
55955817500,SCOPUS_ID:85025466629
55955817500,SCOPUS_ID:85014926342
57013674400,SCOPUS_ID:84950968613
57013674400,SCOPUS_ID:84888132132
57013674400,SCOPUS_ID:84879735936
17343999400,SCOPUS_ID:0035207914
17343999400,SCOPUS_ID:0034984464
17343999400,SCOPUS_ID:20444386605
56735336100,SCOPUS_ID:58149314288
56735336100,SCOPUS_ID:61449430784
56735336100,SCOPUS_ID:68549083636
56948432100,SCOPUS_ID:27744558501
56948432100,SCOPUS_ID:20144368816
56948432100,SCOPUS_ID:10644255831
56104187000,SCOPUS_ID:84905035468
56104187000,SCOPUS_ID:84897822239
56104187000,SCOPUS_ID:84897814652
57192258302,SCOPUS_ID:84965035915
57192258302,SCOPUS_ID:84893739355
57192258302,SCOPUS_ID:84888609499
56111629400,SCOPUS_ID:84908282110
56111629400,SCOPUS_ID:84944059573
56111629400,SCOPUS_ID:84898139850
57193249875,SCOPUS_ID:20444492788
57193249875,SCOPUS_ID:1642581469
57193249875,SCOPUS_ID:0346494269
57190262706,SCOPUS_ID:85017645987
57190262706,SCOPUS_ID:84992134188
57190262706,SCOPUS_ID:84978686263
56527727100,SCOPUS_ID:84959547257
56527727100,SCOPUS_ID:84945285412
56527727100,SCOPUS_ID:84926523072
57192157923,SCOPUS_ID:85021963335
57192157923,SCOPUS_ID:85011712763
57192157923,SCOPUS_ID:84998882048
7410222969,SCOPUS_ID:33646871766
7410222969,SCOPUS_ID:34548080580
7410222969,SCOPUS_ID:17144420884
55872339200,SCOPUS_ID:84994083520
55872339200,SCOPUS_ID:84949217211
55872339200,SCOPUS_ID:84884966472
57192561315,SCOPUS_ID:84860240691
57192561315,SCOPUS_ID:80052294225
57192561315,SCOPUS_ID:79960830728
56509653600,SCOPUS_ID:84922463719
56509653600,SCOPUS_ID:80155130050
56509653600,SCOPUS_ID:79952801670
36090148400,SCOPUS_ID:84872244485
36090148400,SCOPUS_ID:84864932898
36090148400,SCOPUS_ID:77951264364
57196311170,SCOPUS_ID:85010678684
57196311170,SCOPUS_ID:85014676930
57196311170,SCOPUS_ID:84958878881
57196311280,SCOPUS_ID:84919344050
57196311280,SCOPUS_ID:84883228365
57196311280,SCOPUS_ID:84879846075
57196311282,SCOPUS_ID:85010670327
57196311282,SCOPUS_ID:84860602036
57196311282,SCOPUS_ID:84861122508
57191879820,SCOPUS_ID:85028079010
57191879820,SCOPUS_ID:85015277317
57191879820,SCOPUS_ID:84994387441
26660126000,SCOPUS_ID:78650987069
26660126000,SCOPUS_ID:79955064228
26660126000,SCOPUS_ID:2642566187
57194947743,SCOPUS_ID:85030680260
57194947743,SCOPUS_ID:85024364403
57194947743,SCOPUS_ID:85030532010
57192560538,SCOPUS_ID:79958245817
57192560538,SCOPUS_ID:77949370837
57192560538,SCOPUS_ID:20444461583
54397287500,SCOPUS_ID:84893080681
54397287500,SCOPUS_ID:84921936337
54397287500,SCOPUS_ID:80054898017
56311508000,SCOPUS_ID:85000785580
56311508000,SCOPUS_ID:84981287128
56311508000,SCOPUS_ID:84905484256
57192560253,SCOPUS_ID:84887045736
57192560253,SCOPUS_ID:84874580436
57192560253,SCOPUS_ID:78651442816
57192561170,SCOPUS_ID:84862807680
57192561170,SCOPUS_ID:79958264126
57192561170,SCOPUS_ID:77956459029
57194759336,SCOPUS_ID:85021859650
57194759336,SCOPUS_ID:84987837961
57194759336,SCOPUS_ID:84962509565
57196311206,SCOPUS_ID:84982189363
57196311206,SCOPUS_ID:84982144536
57196311206,SCOPUS_ID:84981340968
56383920400,SCOPUS_ID:84940980051
56383920400,SCOPUS_ID:84907921166
56383920400,SCOPUS_ID:84907938568
38262261000,SCOPUS_ID:33745828670
38262261000,SCOPUS_ID:33745813895
38262261000,SCOPUS_ID:33745714557
55624420300,SCOPUS_ID:84899708265
55624420300,SCOPUS_ID:84878435519
55624420300,SCOPUS_ID:84875017018
56984591800,SCOPUS_ID:85028940326
56984591800,SCOPUS_ID:84978540807
56984591800,SCOPUS_ID:84953360336
57192560200,SCOPUS_ID:84992152119
57192560200,SCOPUS_ID:84986272548
57192560200,SCOPUS_ID:84898975844
57192562595,SCOPUS_ID:79954997154
57192562595,SCOPUS_ID:79952277313
57192562595,SCOPUS_ID:85026147345
7410223905,SCOPUS_ID:29544452942
7410223905,SCOPUS_ID:84978972784
7410223905,SCOPUS_ID:0033906261
55816876200,SCOPUS_ID:84940331460
55816876200,SCOPUS_ID:84940988197
55816876200,SCOPUS_ID:84884290988
55349790300,SCOPUS_ID:85006414825
55349790300,SCOPUS_ID:84950289749
55349790300,SCOPUS_ID:84963759005
36059650700,SCOPUS_ID:79953033547
36059650700,SCOPUS_ID:77951832894
36059650700,SCOPUS_ID:76249094922
56084202400,SCOPUS_ID:84901255421
55828143700,SCOPUS_ID:84884276644
55828143700,SCOPUS_ID:84882365870
57192561165,SCOPUS_ID:39149087343
57192561165,SCOPUS_ID:33746898991
27170158600,SCOPUS_ID:0036965025
27170158600,SCOPUS_ID:0036299174
57189646505,SCOPUS_ID:85030988010
57189646505,SCOPUS_ID:85027729228
57189646505,SCOPUS_ID:84973622637
36482993000,SCOPUS_ID:77956679619
36482993000,SCOPUS_ID:11644305509
36482993000,SCOPUS_ID:0032412613
56389666100,SCOPUS_ID:85000981978
56389666100,SCOPUS_ID:84966539620
56389666100,SCOPUS_ID:84908100203
57192560494,SCOPUS_ID:21244459647
57192560494,SCOPUS_ID:44249113655
57192560494,SCOPUS_ID:5144227212
57188679423,SCOPUS_ID:85020044095
57188679423,SCOPUS_ID:85015179095
57188679423,SCOPUS_ID:84962243406
57192561330,SCOPUS_ID:14344259141
57192561330,SCOPUS_ID:10944259223
57192561330,SCOPUS_ID:0242691243
56349539500,SCOPUS_ID:84922463718
56349539500,SCOPUS_ID:84934762193
56349539500,SCOPUS_ID:84893116103
55870991800,SCOPUS_ID:0030401283
55870991800,SCOPUS_ID:0028756838
55870991800,SCOPUS_ID:0027167959
57192067974,SCOPUS_ID:85009738228
57192067974,SCOPUS_ID:85030482964
57192067974,SCOPUS_ID:84996483369
57196311249,SCOPUS_ID:0346478359
57196311249,SCOPUS_ID:0032394672
57196311249,SCOPUS_ID:2242442748
56101589000,SCOPUS_ID:0348000874
56101589000,SCOPUS_ID:0041779437
56101589000,SCOPUS_ID:0032338089
55652744100,SCOPUS_ID:84876230088
55652744100,SCOPUS_ID:84863121915
55652744100,SCOPUS_ID:80054982770
57195539865,SCOPUS_ID:85032688182
57195539865,SCOPUS_ID:85028661907
57195539865,SCOPUS_ID:85028682747
55988918200,SCOPUS_ID:84891676075
55988918200,SCOPUS_ID:84929942127
55988918200,SCOPUS_ID:84929941499
56101546900,SCOPUS_ID:78449278230
56101546900,SCOPUS_ID:63449137682
56101546900,SCOPUS_ID:56349164843
57191688161,SCOPUS_ID:84863354793
57191688161,SCOPUS_ID:79956091500
57191688161,SCOPUS_ID:79954420393
23009380700,SCOPUS_ID:19544372404
23009380700,SCOPUS_ID:5144229920
23009380700,SCOPUS_ID:33744736351
55554250500,SCOPUS_ID:84879261476
55554250500,SCOPUS_ID:84872243559
55554250500,SCOPUS_ID:79959699543
55702243600,SCOPUS_ID:84877801428
55702243600,SCOPUS_ID:84875462488
55702243600,SCOPUS_ID:84879765831
57194182996,SCOPUS_ID:85026409275
57194182996,SCOPUS_ID:85020055702
57194182996,SCOPUS_ID:85019117002
56829899200,SCOPUS_ID:85020838215
56829899200,SCOPUS_ID:84964702336
56829899200,SCOPUS_ID:84941312619
55714828100,SCOPUS_ID:77952798402
55714828100,SCOPUS_ID:55749111072
55714828100,SCOPUS_ID:39749088124
56824633500,SCOPUS_ID:85030842592
56824633500,SCOPUS_ID:85003601718
56824633500,SCOPUS_ID:84941032297
56674965400,SCOPUS_ID:85019703825
56674965400,SCOPUS_ID:85007529894
56674965400,SCOPUS_ID:84930751679
7406681415,SCOPUS_ID:33845568348
7406681415,SCOPUS_ID:4444310631
7406681415,SCOPUS_ID:2342479750
7406676848,SCOPUS_ID:79955584667
7406676848,SCOPUS_ID:79952114146
7406676848,SCOPUS_ID:65849486972
56467561300,SCOPUS_ID:84956587659
56467561300,SCOPUS_ID:84940971710
56467561300,SCOPUS_ID:84920281774
7409524239,SCOPUS_ID:0029527730
7409524239,SCOPUS_ID:0026469076
7409932767,SCOPUS_ID:0025589505
7409932767,SCOPUS_ID:0021657844
7409549940,SCOPUS_ID:0021068994
7409549940,SCOPUS_ID:0020629990
7409549940,SCOPUS_ID:0019722560
57082755100,SCOPUS_ID:84956129591
57082755100,SCOPUS_ID:84956127514
57082755100,SCOPUS_ID:84956084451
12766241200,SCOPUS_ID:58849143535
12766241200,SCOPUS_ID:39449133939
12766241200,SCOPUS_ID:33644755939
13605418500,SCOPUS_ID:55949105610
13605418500,SCOPUS_ID:33646704493
13605418500,SCOPUS_ID:33646147594
35327585400,SCOPUS_ID:84994496718
26432757900,SCOPUS_ID:77950375359
26432757900,SCOPUS_ID:68049123565
26432757900,SCOPUS_ID:64349112785
55612414400,SCOPUS_ID:84891749146
55612414400,SCOPUS_ID:84880753450
55612414400,SCOPUS_ID:84874535713
36792417200,SCOPUS_ID:0035842477
36792417200,SCOPUS_ID:0035471484
36792417200,SCOPUS_ID:0039383958
26661306300,SCOPUS_ID:33748767816
26661306300,SCOPUS_ID:78650482780
36750337600,SCOPUS_ID:77954687361
36750337600,SCOPUS_ID:60649119651
36750337600,SCOPUS_ID:50049083219
56714778300,SCOPUS_ID:84958760633
56714778300,SCOPUS_ID:84936791690
56714778300,SCOPUS_ID:84941031780
56506326100,SCOPUS_ID:84978052674
56506326100,SCOPUS_ID:84982786932
56506326100,SCOPUS_ID:84922382193
57189049171,SCOPUS_ID:84997294840
57189049171,SCOPUS_ID:84971393429
57189049171,SCOPUS_ID:84964916876
56890044800,SCOPUS_ID:85014741764
56890044800,SCOPUS_ID:84943774790
56890044800,SCOPUS_ID:84943244656
36828660200,SCOPUS_ID:0033417557
36828660200,SCOPUS_ID:0032173019
36828660200,SCOPUS_ID:0032386482
55939662500,SCOPUS_ID:85016612790
55939662500,SCOPUS_ID:84888352946
55939662500,SCOPUS_ID:84900349366
57194004265,SCOPUS_ID:85031945535
57194004265,SCOPUS_ID:85018313264
57194004265,SCOPUS_ID:85028299221
55935958300,SCOPUS_ID:85026743595
55935958300,SCOPUS_ID:84953244584
55729795300,SCOPUS_ID:84963677257
55729795300,SCOPUS_ID:84901850611
55729795300,SCOPUS_ID:84862890501
57189233108,SCOPUS_ID:85028558042
57189233108,SCOPUS_ID:85020391603
57189233108,SCOPUS_ID:84966632813
56054624500,SCOPUS_ID:84904774857
56054624500,SCOPUS_ID:84900835264
56054624500,SCOPUS_ID:79958242694
56142564800,SCOPUS_ID:84903391233
56142564800,SCOPUS_ID:84866148434
56142564800,SCOPUS_ID:84861986282
24073478200,SCOPUS_ID:70049110421
24073478200,SCOPUS_ID:53049094392
24073478200,SCOPUS_ID:48149088784
56179890100,SCOPUS_ID:84936855612
56179890100,SCOPUS_ID:84941767298
56179890100,SCOPUS_ID:84901456608
56226986500,SCOPUS_ID:0037454906
56402252600,SCOPUS_ID:84958155143
56402252600,SCOPUS_ID:84941260206
56402252600,SCOPUS_ID:84908506555
35778356100,SCOPUS_ID:79951893083
35778356100,SCOPUS_ID:78649304994
35778356100,SCOPUS_ID:77949599495
7402293338,SCOPUS_ID:21644436983
7402293338,SCOPUS_ID:15844364761
7402293338,SCOPUS_ID:0036690505
56797191800,SCOPUS_ID:84939817899
56797191800,SCOPUS_ID:84941299456
56797191800,SCOPUS_ID:84945347921
57188809864,SCOPUS_ID:85011016414
57188809864,SCOPUS_ID:85007277376
57188809864,SCOPUS_ID:84963623035
55258007100,SCOPUS_ID:84928883295
55258007100,SCOPUS_ID:84906941471
55258007100,SCOPUS_ID:84891280179
55258007100,SCOPUS_ID:84862687604
37093312700,SCOPUS_ID:84859852642
37093312700,SCOPUS_ID:79960061627
37093312700,SCOPUS_ID:78851472301
55225304300,SCOPUS_ID:77953447130
55225304300,SCOPUS_ID:77952997045
55225304300,SCOPUS_ID:38349192557
56562141600,SCOPUS_ID:84926420701
56562141600,SCOPUS_ID:84983268864
56688871800,SCOPUS_ID:85031798918
56688871800,SCOPUS_ID:84933497610
56688871800,SCOPUS_ID:84931400587
55484317400,SCOPUS_ID:33750490660
55484317400,SCOPUS_ID:38049026920
55484301100,SCOPUS_ID:0037561614
55484301100,SCOPUS_ID:0141843525
55484301100,SCOPUS_ID:0036714295
24481580200,SCOPUS_ID:21444431798
24481580200,SCOPUS_ID:15044349976
56612566800,SCOPUS_ID:85030130137
56612566800,SCOPUS_ID:84960844832
56612566800,SCOPUS_ID:84928796551
56549183700,SCOPUS_ID:84924797945
56549183700,SCOPUS_ID:84930345374
56549183700,SCOPUS_ID:84930862909
7404838677,SCOPUS_ID:0034905576
25824351400,SCOPUS_ID:57249103207
25824351400,SCOPUS_ID:57249098376
25824351400,SCOPUS_ID:38049184614
57190687352,SCOPUS_ID:85028454207
57190687352,SCOPUS_ID:84999028757
57190687352,SCOPUS_ID:84982279674
55687443600,SCOPUS_ID:79959626241
55687443600,SCOPUS_ID:77958045363
55687443600,SCOPUS_ID:77958053900
55530746900,SCOPUS_ID:85003894387
55530746900,SCOPUS_ID:84904785780
55530746900,SCOPUS_ID:84871211389
56137172100,SCOPUS_ID:77949402910
56137198400,SCOPUS_ID:80053400115
56137198400,SCOPUS_ID:79953324413
56137198400,SCOPUS_ID:28744442476
56137240800,SCOPUS_ID:84875287830
56137240800,SCOPUS_ID:84859635620
57188860178,SCOPUS_ID:85028459200
57188860178,SCOPUS_ID:84963839166
57188860178,SCOPUS_ID:84992640354
55506548100,SCOPUS_ID:79955528148
55506548100,SCOPUS_ID:77957577026
55506548100,SCOPUS_ID:77949541027
55965440600,SCOPUS_ID:84938501821
55965440600,SCOPUS_ID:84925285445
55965440600,SCOPUS_ID:84894239662
57125041800,SCOPUS_ID:85032175305
57125041800,SCOPUS_ID:85033710673
57125041800,SCOPUS_ID:84969351902
56401339800,SCOPUS_ID:84930681266
56401339800,SCOPUS_ID:84921931722
56401339800,SCOPUS_ID:84941126362
56447391200,SCOPUS_ID:85022222148
56447391200,SCOPUS_ID:84918518850
56447391200,SCOPUS_ID:84923114401
7404768431,SCOPUS_ID:7244248770
7404768431,SCOPUS_ID:77953228992
7404768431,SCOPUS_ID:0035494825
56601501200,SCOPUS_ID:84942980823
56601501200,SCOPUS_ID:84925285557
56601501200,SCOPUS_ID:84927771132
56126297600,SCOPUS_ID:84961712313
56126297600,SCOPUS_ID:84911411666
56126297600,SCOPUS_ID:84899078425
55262178100,SCOPUS_ID:84897745306
55262178100,SCOPUS_ID:84880700300
55262178100,SCOPUS_ID:84862802462
57164169200,SCOPUS_ID:85016426839
57164169200,SCOPUS_ID:84976592626
57164169200,SCOPUS_ID:84960539275
56808457400,SCOPUS_ID:84941118080
56808457400,SCOPUS_ID:84940387850
56808457400,SCOPUS_ID:84941621402
7409830528,SCOPUS_ID:0021519869
56875220600,SCOPUS_ID:84977511645
56875220600,SCOPUS_ID:84942509256
56875220600,SCOPUS_ID:84952322013
56875220600,SCOPUS_ID:84941006456
56767653700,SCOPUS_ID:85030716355
56767653700,SCOPUS_ID:84969939751
56767653700,SCOPUS_ID:84938772947
57122078200,SCOPUS_ID:84958348399
57122078200,SCOPUS_ID:70350308284
57122078200,SCOPUS_ID:84958343989
12770233300,SCOPUS_ID:84947430149
12770233300,SCOPUS_ID:84947447232
56440830700,SCOPUS_ID:85003991270
56440830700,SCOPUS_ID:85004000519
56440830700,SCOPUS_ID:84916202730
56405682600,SCOPUS_ID:0012058962
56405682600,SCOPUS_ID:0031387165
56405682600,SCOPUS_ID:0347107674
36711984200,SCOPUS_ID:84978472966
36711984200,SCOPUS_ID:84861097194
36711984200,SCOPUS_ID:67649547335
15829937000,SCOPUS_ID:33846483774
15829937000,SCOPUS_ID:33846404142
15829937000,SCOPUS_ID:33745944558
57116906400,SCOPUS_ID:84995370892
57116906400,SCOPUS_ID:84958163254
57116906400,SCOPUS_ID:84958794168
55454068600,SCOPUS_ID:84860519967
35798695400,SCOPUS_ID:0037213726
35798695400,SCOPUS_ID:0012058962
35798695400,SCOPUS_ID:0033445579
57192595102,SCOPUS_ID:85028315369
57192595102,SCOPUS_ID:85011114748
57192595102,SCOPUS_ID:85006944180
55789038200,SCOPUS_ID:84966392088
55789038200,SCOPUS_ID:84879939124
55789038200,SCOPUS_ID:84861867508
56662593100,SCOPUS_ID:85020468547
56662593100,SCOPUS_ID:85019183547
56662593100,SCOPUS_ID:84930216579
55482625900,SCOPUS_ID:84879789436
55482625900,SCOPUS_ID:76749136800
55482625900,SCOPUS_ID:84860893492
55938024700,SCOPUS_ID:84928792333
55938024700,SCOPUS_ID:84920901807
55938024700,SCOPUS_ID:84888213454
7102436217,SCOPUS_ID:0027664283
7102436217,SCOPUS_ID:0141751526
7102436217,SCOPUS_ID:0026925993
14419989700,SCOPUS_ID:33846249594
14419989700,SCOPUS_ID:33748281159
14419989700,SCOPUS_ID:33751298358
56810087500,SCOPUS_ID:85019751460
56810087500,SCOPUS_ID:84945318449
56810087500,SCOPUS_ID:84940481415
36028231800,SCOPUS_ID:84893079314
36028231800,SCOPUS_ID:84868156585
36028231800,SCOPUS_ID:77952316408
56149619400,SCOPUS_ID:85021084141
56149619400,SCOPUS_ID:84899856621
56149619400,SCOPUS_ID:84929939209
57171377700,SCOPUS_ID:84962425657
57195533113,SCOPUS_ID:85028664002
57195533113,SCOPUS_ID:85028673763
57195533113,SCOPUS_ID:85028679652
7202891587,SCOPUS_ID:0041881941
55629721200,SCOPUS_ID:84943817903
55629721200,SCOPUS_ID:84952897885
55629721200,SCOPUS_ID:84876429803
56413885900,SCOPUS_ID:84919495904
56413885900,SCOPUS_ID:84940055710
56413885900,SCOPUS_ID:84910025797
55320997600,SCOPUS_ID:85028309608
55320997600,SCOPUS_ID:84879495310
55320997600,SCOPUS_ID:84864222161
55106183000,SCOPUS_ID:56749168568
55106183000,SCOPUS_ID:0141790912
55106183000,SCOPUS_ID:0036678181
55217917800,SCOPUS_ID:84877619580
55217917800,SCOPUS_ID:84872344161
55217917800,SCOPUS_ID:84861019663
55623387200,SCOPUS_ID:84897726364
55623387200,SCOPUS_ID:84891046355
55623387200,SCOPUS_ID:84875021878
19635898200,SCOPUS_ID:0030223538
19635898200,SCOPUS_ID:43949148279
19635898200,SCOPUS_ID:0028451056
57192557522,SCOPUS_ID:85017026376
57192557522,SCOPUS_ID:85015679171
57192557522,SCOPUS_ID:85006698977
8232218700,SCOPUS_ID:71949119905
8232218700,SCOPUS_ID:20144384008
8232218700,SCOPUS_ID:0035330964
57193312727,SCOPUS_ID:85031506305
23493214300,SCOPUS_ID:84898976201
23493214300,SCOPUS_ID:42149140647
23493214300,SCOPUS_ID:39049152579
56139482200,SCOPUS_ID:84964694547
56139482200,SCOPUS_ID:84940656533
56139482200,SCOPUS_ID:84899598276
57015830300,SCOPUS_ID:85020941896
57015830300,SCOPUS_ID:84982714046
57015830300,SCOPUS_ID:84951283625
55712631500,SCOPUS_ID:84979819208
55712631500,SCOPUS_ID:84929502357
55712631500,SCOPUS_ID:77954272928
55712580600,SCOPUS_ID:39749145081
55712580600,SCOPUS_ID:38649122723
55712580600,SCOPUS_ID:33646592559
26653600700,SCOPUS_ID:66349123094
26653600700,SCOPUS_ID:14844349817
26653600700,SCOPUS_ID:0035498489
56061852300,SCOPUS_ID:84931450630
56061852300,SCOPUS_ID:84926352359
56061852300,SCOPUS_ID:84895828762
56439029100,SCOPUS_ID:84922332813
56439029100,SCOPUS_ID:84915751509
56439029100,SCOPUS_ID:84920856096
48561313500,SCOPUS_ID:84863523217
48561313500,SCOPUS_ID:80052042817
56563557300,SCOPUS_ID:84925434966
56563557300,SCOPUS_ID:84925282983
56563557300,SCOPUS_ID:84940288015
56732542700,SCOPUS_ID:84953241888
56732542700,SCOPUS_ID:84937689258
56732542700,SCOPUS_ID:84996565967
56228524100,SCOPUS_ID:84926319680
56228524100,SCOPUS_ID:84914147957
56228524100,SCOPUS_ID:84912526581
41261700400,SCOPUS_ID:84894219216
41261700400,SCOPUS_ID:84857044851
41261700400,SCOPUS_ID:84863340904
48761526500,SCOPUS_ID:84885355586
48761526500,SCOPUS_ID:84875312962
48761526500,SCOPUS_ID:79955736674
23009364100,SCOPUS_ID:84860421231
23009364100,SCOPUS_ID:78649698227
23009364100,SCOPUS_ID:36348998163
